Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.170000	error: 0.001071	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 1.250000	error: 0.001111	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.210000	error: 0.001093	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 1.180000	error: 0.001080	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.220000	error: 0.001093	Ntrials: 10000
Area: 1.360000	error: 0.001158	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.830000	error: 0.000907	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.860000	error: 0.000923	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.240000	error: 0.001107	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.820000	error: 0.000896	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.170000	error: 0.001071	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.830000	error: 0.000907	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.860000	error: 0.000923	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.160000	error: 0.001066	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 0.860000	error: 0.000923	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 1.210000	error: 0.001093	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.180000	error: 0.001080	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.830000	error: 0.000907	Ntrials: 10000
Area: 0.810000	error: 0.000896	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.150000	error: 0.001066	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 0.840000	error: 0.000913	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.230000	error: 0.001102	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.830000	error: 0.000907	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 1.160000	error: 0.001066	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.810000	error: 0.000896	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.150000	error: 0.001066	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.180000	error: 0.001080	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.800000	error: 0.000891	Ntrials: 10000
Area: 1.240000	error: 0.001107	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.190000	error: 0.001080	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.180000	error: 0.001080	Ntrials: 10000
Area: 0.780000	error: 0.000880	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 0.820000	error: 0.000896	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 1.310000	error: 0.001137	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.150000	error: 0.001066	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.190000	error: 0.001080	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.820000	error: 0.000896	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.220000	error: 0.001093	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.110000	error: 0.001048	Ntrials: 10000
Area: 0.860000	error: 0.000923	Ntrials: 10000
Area: 0.810000	error: 0.000896	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 0.860000	error: 0.000923	Ntrials: 10000
Area: 1.150000	error: 0.001066	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 1.020000	error: 0.001005	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.830000	error: 0.000907	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.070000	error: 0.001029	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 0.860000	error: 0.000923	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.140000	error: 0.001057	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.280000	error: 0.001124	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.280000	error: 0.001124	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.200000	error: 0.001089	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.840000	error: 0.000913	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.090000	error: 0.001038	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.920000	error: 0.000955	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 0.810000	error: 0.000896	Ntrials: 10000
Area: 0.890000	error: 0.000939	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.190000	error: 0.001080	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.870000	error: 0.000929	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.060000	error: 0.001024	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 0.900000	error: 0.000944	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.840000	error: 0.000913	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.130000	error: 0.001052	Ntrials: 10000
Area: 0.910000	error: 0.000950	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.180000	error: 0.001080	Ntrials: 10000
Area: 0.840000	error: 0.000913	Ntrials: 10000
Area: 1.260000	error: 0.001115	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.950000	error: 0.000970	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 1.180000	error: 0.001080	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 0.940000	error: 0.000960	Ntrials: 10000
Area: 1.310000	error: 0.001137	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 0.700000	error: 0.000828	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.880000	error: 0.000934	Ntrials: 10000
Area: 1.050000	error: 0.001019	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 1.040000	error: 0.001014	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.010000	error: 0.001000	Ntrials: 10000
Area: 0.820000	error: 0.000896	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
Area: 0.990000	error: 0.000985	Ntrials: 10000
Area: 1.080000	error: 0.001034	Ntrials: 10000
Area: 0.960000	error: 0.000970	Ntrials: 10000
Area: 1.030000	error: 0.001010	Ntrials: 10000
Area: 1.120000	error: 0.001052	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 0.980000	error: 0.000985	Ntrials: 10000
Area: 0.850000	error: 0.000918	Ntrials: 10000
Area: 0.970000	error: 0.000980	Ntrials: 10000
Area: 1.150000	error: 0.001066	Ntrials: 10000
Area: 1.000000	error: 0.000995	Ntrials: 10000
Area: 1.100000	error: 0.001043	Ntrials: 10000
Area: 0.930000	error: 0.000960	Ntrials: 10000
